ID,Position,Finishing,HeadingAccuracy,ShortPassing,Dribbling,FKAccuracy,LongPassing,Acceleration,Reactions,Stamina,LongShots,Marking,Penalties
245,211320,CB,33.0,80.0,65.0,64.0,25.0,59.0,56.0,78.0,67.0,39.0,87.0,36.0
246,210617,RM,77.0,43.0,80.0,85.0,75.0,77.0,85.0,82.0,55.0,73.0,45.0,59.0
247,210514,RB,58.0,64.0,78.0,84.0,69.0,75.0,91.0,82.0,89.0,66.0,79.0,46.0
248,210413,LCB,30.0,76.0,70.0,65.0,24.0,69.0,63.0,78.0,75.0,46.0,88.0,34.0
249,209989,CDM,63.0,68.0,85.0,78.0,58.0,79.0,73.0,77.0,87.0,75.0,80.0,46.0
250,209297,CM,74.0,55.0,85.0,79.0,72.0,80.0,77.0,82.0,87.0,76.0,76.0,65.0
251,208830,ST,85.0,69.0,65.0,76.0,57.0,48.0,89.0,88.0,86.0,67.0,56.0,81.0
252,208596,LS,88.0,84.0,68.0,78.0,56.0,42.0,78.0,76.0,83.0,67.0,55.0,77.0
253,208448,LM,70.0,45.0,85.0,82.0,77.0,69.0,76.0,82.0,74.0,74.0,35.0,66.0
254,207494,CAM,78.0,64.0,78.0,83.0,63.0,66.0,84.0,83.0,87.0,80.0,65.0,65.0
255,207471,LCM,74.0,68.0,84.0,86.0,68.0,78.0,58.0,78.0,61.0,84.0,46.0,67.0
256,205678,RM,80.0,45.0,78.0,82.0,60.0,69.0,90.0,80.0,84.0,77.0,55.0,75.0
257,205452,CB,27.0,80.0,75.0,59.0,56.0,72.0,67.0,82.0,60.0,41.0,82.0,40.0
258,203551,RB,70.0,72.0,77.0,78.0,79.0,75.0,86.0,80.0,90.0,82.0,76.0,76.0
259,203263,LCB,43.0,87.0,77.0,70.0,46.0,72.0,39.0,79.0,68.0,45.0,81.0,44.0
260,202371,RM,76.0,75.0,82.0,75.0,56.0,74.0,74.0,80.0,92.0,78.0,77.0,65.0
261,201956,CB,38.0,88.0,73.0,64.0,58.0,71.0,62.0,79.0,69.0,55.0,78.0,43.0
262,201455,CM,69.0,75.0,81.0,78.0,56.0,79.0,69.0,84.0,85.0,80.0,79.0,45.0
263,201400,CAM,73.0,55.0,86.0,87.0,61.0,76.0,71.0,79.0,67.0,82.0,68.0,67.0
264,201305,LCB,42.0,81.0,74.0,60.0,46.0,69.0,71.0,80.0,72.0,50.0,82.0,51.0
265,201153,ST,80.0,86.0,78.0,83.0,44.0,51.0,76.0,79.0,68.0,72.0,37.0,70.0
266,199987,GK,10.0,12.0,47.0,12.0,10.0,33.0,54.0,78.0,40.0,15.0,18.0,21.0
267,199451,RS,84.0,74.0,78.0,84.0,76.0,66.0,87.0,83.0,69.0,69.0,34.0,76.0
268,198951,ST,84.0,71.0,75.0,80.0,54.0,66.0,88.0,81.0,79.0,74.0,32.0,69.0
269,198950,RCM,78.0,61.0,83.0,86.0,74.0,77.0,75.0,77.0,72.0,77.0,57.0,69.0
270,198717,LS,77.0,47.0,75.0,90.0,51.0,65.0,89.0,77.0,76.0,68.0,22.0,66.0
271,198706,CF,80.0,49.0,88.0,86.0,81.0,87.0,77.0,83.0,73.0,77.0,44.0,56.0
272,198164,LF,78.0,41.0,84.0,84.0,76.0,78.0,86.0,81.0,79.0,79.0,56.0,74.0
273,198141,CB,55.0,82.0,79.0,70.0,45.0,78.0,75.0,82.0,67.0,62.0,77.0,52.0
274,197655,RCB,42.0,80.0,72.0,64.0,19.0,70.0,46.0,75.0,81.0,30.0,84.0,65.0
275,195093,ST,84.0,84.0,78.0,79.0,71.0,50.0,62.0,81.0,73.0,77.0,40.0,80.0
276,193525,RB,56.0,76.0,78.0,77.0,39.0,74.0,79.0,80.0,87.0,58.0,83.0,53.0
277,193469,LCB,37.0,77.0,74.0,53.0,46.0,70.0,55.0,78.0,72.0,38.0,81.0,46.0
278,193283,LCM,72.0,83.0,79.0,73.0,68.0,77.0,76.0,81.0,90.0,74.0,80.0,60.0
279,192984,GK,15.0,14.0,35.0,14.0,13.0,37.0,44.0,81.0,44.0,18.0,11.0,20.0
280,192318,CM,75.0,51.0,87.0,84.0,72.0,82.0,74.0,84.0,73.0,66.0,63.0,77.0
281,192227,RCB,58.0,81.0,77.0,53.0,47.0,69.0,58.0,82.0,68.0,52.0,80.0,54.0
282,191180,CAM,73.0,61.0,86.0,87.0,69.0,83.0,69.0,78.0,62.0,76.0,45.0,75.0
283,189505,RW,78.0,55.0,80.0,84.0,57.0,71.0,79.0,81.0,70.0,79.0,49.0,66.0
284,189125,CM,70.0,70.0,84.0,83.0,78.0,80.0,75.0,82.0,84.0,86.0,74.0,68.0
285,189117,GK,8.0,17.0,37.0,12.0,12.0,24.0,44.0,79.0,36.0,14.0,11.0,20.0
286,188803,LM,76.0,56.0,77.0,87.0,73.0,75.0,93.0,79.0,79.0,83.0,38.0,72.0
287,187936,CDM,64.0,79.0,79.0,72.0,42.0,77.0,44.0,81.0,86.0,66.0,81.0,57.0
288,187754,RM,79.0,53.0,81.0,87.0,72.0,73.0,85.0,77.0,78.0,78.0,45.0,80.0
289,186561,CAM,74.0,58.0,84.0,81.0,66.0,80.0,64.0,81.0,89.0,74.0,66.0,75.0
290,186345,RB,48.0,73.0,79.0,75.0,83.0,78.0,76.0,81.0,88.0,70.0,77.0,66.0
291,185103,LB,55.0,80.0,77.0,79.0,86.0,77.0,73.0,84.0,84.0,83.0,81.0,74.0
292,184484,CAM,77.0,60.0,84.0,80.0,86.0,80.0,58.0,78.0,86.0,86.0,57.0,79.0
293,184431,CF,80.0,34.0,80.0,86.0,93.0,76.0,88.0,80.0,77.0,81.0,23.0,73.0
294,184200,LS,78.0,74.0,78.0,84.0,72.0,74.0,79.0,78.0,78.0,75.0,43.0,77.0
295,184144,CAM,71.0,54.0,81.0,84.0,72.0,75.0,84.0,82.0,69.0,73.0,35.0,71.0
296,183711,RCM,67.0,65.0,84.0,73.0,74.0,84.0,67.0,80.0,91.0,71.0,77.0,64.0
297,183574,ST,83.0,63.0,84.0,82.0,69.0,80.0,69.0,85.0,71.0,79.0,57.0,90.0
298,183498,RDM,70.0,75.0,80.0,75.0,55.0,83.0,68.0,82.0,88.0,86.0,78.0,45.0
299,183376,CDM,49.0,73.0,78.0,68.0,57.0,74.0,52.0,78.0,90.0,62.0,82.0,56.0
300,183280,RCB,45.0,77.0,66.0,56.0,55.0,68.0,52.0,75.0,84.0,58.0,81.0,48.0
301,181786,LCB,44.0,83.0,70.0,65.0,60.0,72.0,49.0,77.0,80.0,50.0,79.0,49.0
302,181291,CAM,70.0,72.0,84.0,84.0,70.0,76.0,77.0,82.0,85.0,71.0,74.0,74.0
303,179847,LCB,41.0,89.0,64.0,48.0,37.0,62.0,36.0,84.0,74.0,26.0,85.0,26.0
304,178509,ST,83.0,90.0,79.0,70.0,65.0,58.0,43.0,83.0,62.0,74.0,37.0,83.0
305,173521,CB,43.0,83.0,76.0,54.0,37.0,67.0,67.0,78.0,78.0,42.0,85.0,45.0
306,171897,CM,60.0,55.0,85.0,80.0,81.0,83.0,74.0,82.0,84.0,72.0,75.0,70.0
307,170481,RCB,58.0,80.0,69.0,60.0,74.0,72.0,34.0,76.0,62.0,64.0,82.0,69.0
308,168530,LCB,38.0,85.0,68.0,52.0,35.0,53.0,50.0,77.0,68.0,37.0,85.0,57.0
309,168435,GK,10.0,11.0,23.0,15.0,11.0,28.0,50.0,75.0,34.0,14.0,14.0,19.0
310,168354,GK,17.0,13.0,36.0,18.0,16.0,37.0,30.0,74.0,29.0,18.0,27.0,21.0
311,165229,CB,32.0,80.0,76.0,62.0,49.0,69.0,64.0,76.0,62.0,47.0,80.0,51.0
312,163489,GK,10.0,10.0,31.0,10.0,15.0,27.0,48.0,75.0,31.0,19.0,10.0,21.0
313,158963,CDM,50.0,54.0,86.0,80.0,76.0,82.0,65.0,80.0,75.0,75.0,80.0,72.0
314,146530,RB,61.0,72.0,81.0,84.0,74.0,79.0,77.0,77.0,74.0,78.0,72.0,70.0
315,113422,ST,86.0,67.0,76.0,83.0,80.0,67.0,72.0,83.0,70.0,79.0,30.0,88.0
316,106231,ST,83.0,92.0,72.0,76.0,54.0,52.0,64.0,85.0,60.0,78.0,58.0,82.0
317,48940,GK,12.0,19.0,35.0,12.0,19.0,33.0,35.0,77.0,32.0,11.0,12.0,23.0
318,5479,GK,12.0,25.0,21.0,25.0,13.0,22.0,59.0,77.0,43.0,13.0,24.0,24.0
319,231677,LW,78.0,71.0,75.0,83.0,78.0,65.0,90.0,79.0,79.0,77.0,32.0,74.0
320,230271,CAM,72.0,44.0,79.0,82.0,75.0,80.0,86.0,80.0,67.0,75.0,29.0,74.0
321,229906,LM,75.0,57.0,75.0,86.0,73.0,66.0,94.0,80.0,76.0,77.0,45.0,71.0
322,229237,LCB,36.0,75.0,78.0,67.0,27.0,76.0,72.0,81.0,76.0,45.0,82.0,40.0
323,228702,LDM,52.0,64.0,87.0,86.0,61.0,82.0,74.0,83.0,74.0,55.0,69.0,45.0
324,227928,RB,50.0,58.0,73.0,80.0,30.0,65.0,91.0,82.0,91.0,60.0,75.0,38.0
325,226456,CAM,77.0,50.0,84.0,81.0,60.0,80.0,71.0,76.0,77.0,80.0,72.0,46.0
326,226271,LM,79.0,67.0,80.0,81.0,59.0,80.0,69.0,79.0,73.0,82.0,70.0,67.0
327,225508,CB,33.0,79.0,70.0,60.0,43.0,56.0,68.0,74.0,72.0,48.0,80.0,46.0
328,222509,LCM,68.0,41.0,83.0,85.0,63.0,80.0,73.0,80.0,75.0,71.0,62.0,55.0
329,221992,LS,77.0,60.0,74.0,84.0,65.0,67.0,94.0,77.0,80.0,76.0,45.0,64.0
330,216475,LS,80.0,54.0,75.0,87.0,72.0,68.0,88.0,75.0,82.0,80.0,63.0,76.0
331,216451,LDM,69.0,60.0,86.0,78.0,81.0,84.0,75.0,75.0,75.0,76.0,69.0,67.0
332,216409,RM,74.0,40.0,78.0,84.0,75.0,74.0,85.0,79.0,79.0,82.0,63.0,70.0
333,216352,LDM,69.0,62.0,83.0,81.0,74.0,83.0,69.0,77.0,84.0,81.0,75.0,69.0
334,216201,LW,77.0,70.0,79.0,82.0,53.0,66.0,92.0,78.0,75.0,78.0,52.0,64.0
335,214997,RM,82.0,67.0,73.0,87.0,65.0,65.0,87.0,82.0,74.0,83.0,58.0,55.0
336,213661,LCB,36.0,80.0,77.0,68.0,22.0,72.0,66.0,80.0,69.0,20.0,80.0,36.0
337,212814,CAM,64.0,55.0,83.0,83.0,67.0,78.0,73.0,73.0,79.0,72.0,57.0,66.0
338,212151,GK,18.0,11.0,26.0,14.0,12.0,22.0,41.0,74.0,23.0,14.0,20.0,21.0
339,210864,RB,47.0,66.0,77.0,75.0,30.0,70.0,79.0,79.0,87.0,43.0,80.0,40.0
340,210406,RCM,65.0,52.0,82.0,84.0,65.0,79.0,82.0,76.0,72.0,80.0,69.0,51.0
341,210243,RB,61.0,64.0,80.0,83.0,45.0,78.0,88.0,81.0,84.0,62.0,76.0,60.0
342,210035,LB,50.0,65.0,79.0,83.0,82.0,78.0,85.0,79.0,83.0,72.0,73.0,51.0
343,209889,LM,75.0,52.0,84.0,83.0,82.0,75.0,82.0,83.0,72.0,82.0,67.0,44.0
344,208135,RDM,73.0,66.0,82.0,78.0,42.0,74.0,63.0,74.0,93.0,75.0,79.0,54.0
345,207877,LS,84.0,77.0,68.0,75.0,57.0,55.0,89.0,79.0,72.0,65.0,20.0,70.0
346,207664,LS,84.0,75.0,68.0,80.0,58.0,55.0,73.0,80.0,66.0,60.0,40.0,80.0
347,206467,LW,82.0,73.0,76.0,78.0,74.0,68.0,78.0,81.0,82.0,81.0,29.0,65.0
348,205923,LB,58.0,69.0,79.0,76.0,48.0,70.0,76.0,78.0,85.0,52.0,78.0,54.0
349,205362,LCB,30.0,78.0,73.0,43.0,68.0,69.0,65.0,80.0,62.0,22.0,83.0,52.0
350,205175,CF,88.0,78.0,63.0,74.0,74.0,62.0,69.0,75.0,73.0,82.0,35.0,79.0
351,204923,LM,79.0,56.0,79.0,79.0,63.0,67.0,83.0,85.0,84.0,81.0,58.0,65.0
352,204884,LB,33.0,65.0,80.0,80.0,34.0,69.0,77.0,80.0,81.0,65.0,78.0,50.0
353,204024,CDM,45.0,58.0,80.0,71.0,51.0,72.0,52.0,85.0,93.0,40.0,80.0,47.0
354,203890,RB,44.0,73.0,77.0,74.0,57.0,70.0,82.0,77.0,90.0,58.0,77.0,52.0
355,203486,RW,69.0,38.0,81.0,85.0,79.0,72.0,86.0,81.0,77.0,77.0,30.0,83.0
356,202857,RM,72.0,48.0,78.0,87.0,58.0,58.0,90.0,81.0,73.0,77.0,31.0,57.0
357,202685,RS,80.0,79.0,71.0,77.0,56.0,45.0,79.0,78.0,76.0,72.0,54.0,79.0
358,201454,LB,54.0,70.0,79.0,79.0,68.0,74.0,71.0,79.0,88.0,69.0,79.0,76.0
359,200726,GK,11.0,10.0,17.0,11.0,19.0,21.0,44.0,78.0,34.0,10.0,17.0,20.0
360,200647,CAM,78.0,58.0,82.0,83.0,84.0,74.0,67.0,80.0,64.0,87.0,53.0,78.0
361,200610,ST,81.0,67.0,81.0,79.0,76.0,67.0,78.0,82.0,88.0,81.0,22.0,72.0
362,200454,ST,85.0,77.0,76.0,78.0,63.0,51.0,82.0,84.0,65.0,68.0,50.0,71.0
363,199715,LM,77.0,65.0,79.0,84.0,62.0,80.0,78.0,80.0,80.0,73.0,68.0,74.0
364,199503,LDM,49.0,62.0,85.0,70.0,77.0,85.0,47.0,77.0,80.0,80.0,68.0,63.0
365,199434,LAM,74.0,63.0,81.0,85.0,76.0,77.0,69.0,78.0,69.0,65.0,46.0,71.0
366,199042,LDM,64.0,53.0,84.0,75.0,76.0,83.0,76.0,76.0,87.0,75.0,74.0,76.0
367,196889,RW,67.0,42.0,82.0,84.0,84.0,76.0,88.0,78.0,75.0,77.0,55.0,68.0
368,195086,RCB,33.0,80.0,69.0,63.0,18.0,66.0,54.0,75.0,68.0,34.0,77.0,52.0
369,193532,RCB,31.0,68.0,79.0,63.0,45.0,78.0,72.0,80.0,84.0,59.0,80.0,58.0
370,193348,CAM,71.0,45.0,81.0,86.0,84.0,80.0,84.0,80.0,75.0,84.0,35.0,65.0
371,193165,RM,76.0,67.0,76.0,91.0,67.0,68.0,87.0,82.0,74.0,67.0,52.0,68.0
372,193105,GK,19.0,14.0,41.0,12.0,16.0,32.0,54.0,77.0,28.0,14.0,11.0,25.0
373,192641,CB,50.0,79.0,79.0,67.0,62.0,83.0,66.0,78.0,74.0,57.0,82.0,53.0
374,191740,CM,71.0,58.0,83.0,77.0,65.0,79.0,75.0,82.0,87.0,69.0,78.0,79.0
375,190972,RW,77.0,73.0,75.0,85.0,64.0,72.0,89.0,80.0,85.0,76.0,49.0,75.0
376,190813,LM,78.0,51.0,74.0,84.0,63.0,57.0,86.0,72.0,68.0,74.0,59.0,67.0
377,189881,RCB,54.0,82.0,63.0,59.0,22.0,63.0,61.0,75.0,71.0,35.0,81.0,52.0
378,189362,RCM,81.0,69.0,78.0,82.0,81.0,72.0,81.0,82.0,86.0,90.0,50.0,78.0
379,189358,CAM,76.0,48.0,83.0,86.0,63.0,72.0,74.0,81.0,82.0,55.0,56.0,80.0
380,188988,CAM,70.0,56.0,80.0,87.0,76.0,78.0,84.0,73.0,73.0,76.0,27.0,73.0
381,187491,ST,84.0,70.0,77.0,77.0,69.0,62.0,88.0,74.0,74.0,81.0,26.0,74.0
382,187072,CF,79.0,64.0,85.0,78.0,69.0,69.0,74.0,84.0,78.0,83.0,59.0,80.0
383,185239,CB,28.0,80.0,75.0,63.0,33.0,70.0,71.0,81.0,67.0,29.0,82.0,43.0
384,183900,LW,66.0,57.0,81.0,88.0,64.0,69.0,86.0,80.0,73.0,71.0,58.0,90.0
385,182494,GK,10.0,12.0,44.0,25.0,10.0,47.0,60.0,76.0,45.0,10.0,12.0,24.0
386,179784,RCB,51.0,83.0,72.0,59.0,52.0,64.0,52.0,81.0,61.0,31.0,82.0,56.0
387,179645,RCB,55.0,82.0,73.0,46.0,69.0,69.0,56.0,73.0,76.0,41.0,83.0,61.0
388,177458,LCB,39.0,75.0,74.0,58.0,30.0,69.0,65.0,78.0,83.0,62.0,83.0,34.0
389,177326,LM,74.0,48.0,82.0,83.0,77.0,77.0,81.0,77.0,73.0,79.0,38.0,68.0
390,175379,RM,76.0,36.0,83.0,84.0,85.0,85.0,63.0,76.0,65.0,80.0,50.0,71.0
391,173909,CM,78.0,74.0,82.0,79.0,71.0,78.0,67.0,79.0,68.0,78.0,59.0,67.0
392,173771,RB,65.0,74.0,76.0,72.0,47.0,69.0,74.0,81.0,77.0,69.0,81.0,65.0
393,173221,RM,73.0,55.0,78.0,82.0,71.0,73.0,77.0,78.0,86.0,82.0,61.0,83.0
394,172522,RB,74.0,67.0,82.0,80.0,85.0,79.0,74.0,80.0,90.0,77.0,70.0,64.0
395,170368,RM,74.0,69.0,83.0,86.0,80.0,73.0,76.0,78.0,78.0,82.0,48.0,75.0
396,169595,LB,57.0,62.0,76.0,80.0,57.0,66.0,79.0,82.0,78.0,67.0,77.0,57.0
397,169416,RW,81.0,70.0,81.0,83.0,71.0,66.0,78.0,78.0,74.0,80.0,31.0,72.0
398,169195,LCM,65.0,57.0,81.0,82.0,75.0,81.0,66.0,81.0,81.0,81.0,75.0,68.0
399,167905,RM,60.0,62.0,81.0,80.0,66.0,72.0,82.0,82.0,79.0,66.0,77.0,55.0
400,164835,GK,13.0,11.0,20.0,14.0,12.0,32.0,50.0,71.0,25.0,20.0,14.0,22.0
401,162347,RCM,74.0,70.0,83.0,79.0,79.0,81.0,66.0,75.0,78.0,80.0,68.0,70.0
402,161956,CAM,67.0,60.0,89.0,85.0,76.0,85.0,55.0,81.0,69.0,70.0,65.0,72.0
403,159261,RS,84.0,68.0,76.0,76.0,78.0,73.0,73.0,81.0,66.0,89.0,35.0,84.0
404,159145,ST,84.0,82.0,75.0,78.0,62.0,46.0,69.0,78.0,68.0,75.0,22.0,83.0
405,157960,LM,70.0,59.0,80.0,86.0,70.0,80.0,83.0,76.0,76.0,82.0,62.0,73.0
406,156519,CM,68.0,59.0,78.0,76.0,63.0,75.0,71.0,78.0,94.0,78.0,83.0,64.0
407,144622,CF,78.0,63.0,83.0,87.0,77.0,76.0,74.0,82.0,62.0,74.0,43.0,72.0
408,139068,LM,70.0,61.0,79.0,87.0,79.0,77.0,77.0,77.0,74.0,83.0,53.0,72.0
409,138412,CM,62.0,66.0,84.0,76.0,75.0,81.0,63.0,84.0,91.0,70.0,74.0,83.0
410,112316,LCB,52.0,80.0,73.0,65.0,75.0,77.0,68.0,74.0,78.0,74.0,86.0,72.0
411,45186,LS,80.0,59.0,82.0,85.0,77.0,83.0,69.0,80.0,54.0,76.0,41.0,75.0
412,239207,ST,85.0,81.0,76.0,76.0,53.0,58.0,61.0,77.0,71.0,76.0,35.0,67.0
413,235790,CAM,72.0,65.0,82.0,81.0,53.0,73.0,77.0,78.0,73.0,66.0,28.0,49.0
414,235569,CM,59.0,56.0,82.0,86.0,63.0,79.0,84.0,79.0,78.0,70.0,69.0,60.0
415,234906,LM,72.0,54.0,84.0,84.0,59.0,78.0,79.0,78.0,79.0,67.0,64.0,63.0
416,234153,RM,74.0,56.0,84.0,79.0,82.0,79.0,75.0,80.0,78.0,73.0,60.0,73.0
417,234035,RB,45.0,73.0,77.0,69.0,30.0,70.0,80.0,77.0,80.0,59.0,83.0,62.0
418,230977,CAM,74.0,43.0,79.0,81.0,70.0,70.0,90.0,79.0,85.0,73.0,43.0,64.0
419,230347,LB,51.0,69.0,78.0,77.0,52.0,71.0,78.0,80.0,89.0,53.0,70.0,61.0
420,230234,CDM,58.0,59.0,78.0,75.0,73.0,75.0,69.0,78.0,89.0,64.0,80.0,61.0
421,230142,CAM,78.0,44.0,80.0,84.0,71.0,73.0,72.0,81.0,71.0,79.0,50.0,52.0
422,228229,RCB,31.0,82.0,71.0,47.0,34.0,56.0,56.0,77.0,76.0,34.0,82.0,48.0
423,227536,RS,80.0,81.0,68.0,62.0,37.0,52.0,87.0,76.0,91.0,74.0,51.0,71.0
424,226851,RB,37.0,73.0,78.0,66.0,51.0,80.0,69.0,77.0,77.0,48.0,83.0,51.0
425,226790,LDM,50.0,76.0,74.0,74.0,58.0,70.0,73.0,79.0,92.0,74.0,84.0,55.0
426,226753,GK,12.0,20.0,33.0,26.0,17.0,26.0,64.0,78.0,39.0,17.0,12.0,27.0
427,226226,RCM,73.0,59.0,81.0,81.0,72.0,80.0,72.0,77.0,80.0,75.0,61.0,60.0
428,224334,LB,65.0,63.0,78.0,85.0,78.0,76.0,79.0,76.0,90.0,84.0,78.0,74.0
429,224293,LCM,61.0,51.0,84.0,73.0,83.0,85.0,64.0,77.0,78.0,83.0,69.0,62.0
430,221639,ST,81.0,82.0,69.0,75.0,76.0,51.0,84.0,82.0,81.0,82.0,41.0,75.0
431,221540,CB,50.0,86.0,68.0,56.0,43.0,62.0,52.0,77.0,75.0,54.0,78.0,51.0
432,220477,CB,36.0,82.0,63.0,62.0,24.0,58.0,65.0,77.0,67.0,20.0,85.0,30.0
433,219985,LM,61.0,75.0,83.0,84.0,58.0,79.0,74.0,83.0,81.0,77.0,76.0,56.0
434,219809,LCM,37.0,71.0,78.0,76.0,37.0,75.0,67.0,74.0,83.0,50.0,71.0,45.0
435,218339,CM,60.0,43.0,83.0,85.0,53.0,78.0,78.0,79.0,89.0,78.0,72.0,55.0
436,216547,RW,66.0,46.0,75.0,86.0,56.0,64.0,91.0,80.0,78.0,61.0,23.0,59.0
437,215785,RM,78.0,58.0,76.0,83.0,52.0,64.0,92.0,76.0,73.0,74.0,17.0,60.0
438,215316,GK,15.0,12.0,32.0,14.0,20.0,23.0,54.0,76.0,42.0,17.0,15.0,24.0
439,214584,GK,11.0,19.0,34.0,19.0,16.0,21.0,40.0,79.0,28.0,17.0,10.0,20.0
440,212692,RM,79.0,38.0,79.0,82.0,74.0,72.0,83.0,78.0,70.0,74.0,30.0,65.0
441,212623,LS,82.0,76.0,69.0,81.0,55.0,65.0,77.0,80.0,75.0,74.0,48.0,67.0
442,211748,RCM,72.0,46.0,82.0,82.0,80.0,80.0,67.0,81.0,74.0,75.0,65.0,70.0
443,211688,LB,61.0,52.0,81.0,77.0,49.0,75.0,86.0,82.0,83.0,59.0,72.0,52.0
444,211575,LDM,65.0,69.0,82.0,80.0,67.0,81.0,68.0,77.0,76.0,71.0,75.0,55.0
445,211256,LB,57.0,73.0,75.0,74.0,40.0,67.0,85.0,75.0,91.0,44.0,78.0,46.0
446,210896,RDM,74.0,69.0,80.0,77.0,70.0,84.0,77.0,80.0,79.0,73.0,71.0,68.0
447,209960,GK,16.0,10.0,24.0,13.0,20.0,27.0,48.0,77.0,43.0,15.0,17.0,23.0
448,208333,CM,60.0,72.0,81.0,76.0,65.0,80.0,69.0,78.0,85.0,75.0,82.0,60.0
449,208128,CAM,65.0,53.0,83.0,85.0,90.0,80.0,73.0,78.0,76.0,88.0,62.0,71.0
450,207862,RWB,55.0,85.0,75.0,62.0,42.0,70.0,55.0,79.0,74.0,46.0,82.0,67.0
451,207599,RCB,50.0,81.0,71.0,66.0,33.0,69.0,58.0,75.0,68.0,46.0,79.0,48.0
452,207439,CM,55.0,60.0,84.0,78.0,78.0,82.0,75.0,74.0,79.0,80.0,73.0,57.0
453,206413,RDM,53.0,69.0,81.0,64.0,45.0,77.0,71.0,78.0,82.0,70.0,79.0,52.0
454,205988,LB,47.0,70.0,78.0,82.0,58.0,68.0,83.0,77.0,77.0,50.0,77.0,53.0
455,205705,CB,40.0,79.0,76.0,56.0,38.0,68.0,51.0,68.0,64.0,56.0,80.0,48.0
456,205693,RS,84.0,80.0,70.0,72.0,46.0,35.0,68.0,82.0,72.0,64.0,36.0,88.0
457,205525,LM,71.0,59.0,76.0,82.0,69.0,68.0,94.0,80.0,68.0,65.0,31.0,57.0
458,205114,LM,70.0,41.0,76.0,88.0,65.0,70.0,88.0,76.0,76.0,77.0,65.0,51.0
459,205070,RM,81.0,72.0,83.0,82.0,64.0,78.0,85.0,67.0,83.0,75.0,50.0,53.0
460,204529,ST,82.0,75.0,64.0,78.0,46.0,36.0,77.0,79.0,66.0,75.0,37.0,67.0
461,204399,LS,83.0,68.0,78.0,81.0,78.0,69.0,73.0,78.0,74.0,76.0,30.0,65.0
462,204120,GK,14.0,19.0,17.0,14.0,16.0,38.0,34.0,76.0,35.0,16.0,19.0,13.0
463,203841,GK,14.0,11.0,32.0,15.0,12.0,35.0,50.0,71.0,37.0,15.0,14.0,22.0
464,203747,RB,52.0,60.0,76.0,75.0,50.0,59.0,94.0,78.0,84.0,43.0,75.0,62.0
465,203605,RWB,28.0,71.0,77.0,76.0,52.0,69.0,78.0,82.0,86.0,41.0,72.0,54.0
466,203042,GK,16.0,12.0,40.0,21.0,14.0,30.0,58.0,73.0,40.0,13.0,23.0,42.0
467,202849,CB,34.0,87.0,67.0,44.0,52.0,80.0,35.0,78.0,54.0,47.0,77.0,75.0
468,202695,RCB,36.0,80.0,73.0,66.0,57.0,72.0,55.0,75.0,69.0,38.0,79.0,52.0
469,202477,RS,69.0,40.0,78.0,88.0,77.0,62.0,89.0,74.0,70.0,66.0,34.0,77.0
470,202335,CDM,52.0,82.0,77.0,65.0,74.0,78.0,62.0,78.0,78.0,72.0,82.0,70.0
471,201377,LCB,37.0,76.0,68.0,58.0,26.0,62.0,75.0,73.0,72.0,13.0,77.0,46.0
472,201144,CDM,54.0,66.0,82.0,72.0,58.0,82.0,55.0,78.0,79.0,74.0,79.0,68.0
473,201119,LB,60.0,59.0,81.0,83.0,50.0,67.0,84.0,81.0,88.0,73.0,77.0,51.0
474,200536,LWB,48.0,54.0,78.0,79.0,42.0,70.0,88.0,78.0,79.0,40.0,74.0,56.0
475,200458,LB,52.0,68.0,81.0,76.0,67.0,69.0,76.0,77.0,79.0,69.0,73.0,60.0
476,200318,ST,85.0,69.0,72.0,78.0,57.0,68.0,77.0,85.0,75.0,84.0,34.0,74.0
477,200315,LM,74.0,47.0,77.0,82.0,64.0,70.0,92.0,72.0,73.0,71.0,55.0,56.0
478,199206,LCB,41.0,79.0,66.0,53.0,35.0,60.0,70.0,75.0,76.0,22.0,85.0,51.0
479,199110,ST,78.0,65.0,75.0,85.0,60.0,55.0,86.0,79.0,74.0,65.0,26.0,74.0
480,199069,ST,80.0,77.0,75.0,81.0,67.0,68.0,76.0,77.0,83.0,75.0,44.0,76.0
481,198784,CM,69.0,39.0,80.0,84.0,60.0,75.0,84.0,78.0,82.0,76.0,67.0,69.0
482,197853,RB,54.0,75.0,78.0,76.0,30.0,72.0,79.0,81.0,77.0,58.0,75.0,64.0
483,197061,CB,36.0,82.0,77.0,65.0,22.0,74.0,55.0,80.0,73.0,48.0,80.0,42.0
484,195861,LCB,57.0,69.0,78.0,69.0,77.0,84.0,69.0,76.0,82.0,86.0,78.0,50.0
485,194879,RS,81.0,81.0,79.0,76.0,47.0,61.0,60.0,82.0,80.0,70.0,31.0,63.0
486,194794,RM,77.0,69.0,78.0,86.0,75.0,74.0,69.0,82.0,60.0,83.0,37.0,85.0
487,194229,RB,28.0,65.0,71.0,69.0,38.0,68.0,71.0,80.0,91.0,39.0,69.0,23.0
488,194022,RB,54.0,74.0,78.0,75.0,42.0,75.0,65.0,82.0,84.0,67.0,82.0,43.0
489,193886,CAM,80.0,58.0,80.0,81.0,75.0,75.0,70.0,81.0,66.0,87.0,36.0,65.0
490,193352,LB,59.0,64.0,78.0,76.0,84.0,78.0,73.0,80.0,77.0,72.0,80.0,83.0
491,193061,LM,74.0,60.0,82.0,84.0,72.0,75.0,75.0,74.0,77.0,74.0,50.0,72.0
